=== Test Summary ===
Query File: tpch_tb2.sql
Dataset: data_0_001

=== Input Table Sizes ===
customer: 150 rows
lineitem: 6005 rows
nation: 25 rows
nation1: 25 rows
nation2: 25 rows
orders: 1500 rows
part: 200 rows
part1: 200 rows
part2: 200 rows
partsupp: 800 rows
region: 5 rows
supplier: 10 rows
supplier1: 10 rows
supplier2: 10 rows

=== Output ===
SGX Output Size: 19900 rows
SQLite Output Size: 19900 rows

=== Results ===
Match: NO
  Matching rows: 11091
  SGX-only rows: 8809
  SQLite-only rows: 8809

  SGX-only row values (all 8809 rows):
    101328949,317007761,1043219872,746353615,174379617,30,93003,17,598973532,101328949,397475415,550896505,746353615,341694248,134,103413,35,878084239
    101328949,317007761,1043219872,746353615,174379617,30,93003,17,598973532,101328949,397475415,550896505,746353615,341694248,134,103413,35,878084239
    101328949,317007761,1043219872,746353615,174379617,30,93003,17,598973532,1054171291,256290962,835920787,517898394,165258997,93,99309,2,504363518
    101328949,317007761,1043219872,746353615,174379617,30,93003,17,598973532,115034031,581665312,868506000,281431799,454091031,77,97707,13,667177693
    101328949,317007761,1043219872,746353615,174379617,30,93003,17,598973532,115034031,834898956,953509940,281431799,505561744,131,103113,43,161164916
    101328949,317007761,1043219872,746353615,174379617,30,93003,17,598973532,115034031,834898956,953509940,281431799,505561744,131,103113,43,161164916
    101328949,317007761,1043219872,746353615,174379617,30,93003,17,598973532,115034031,841011671,5426455,281431799,252291073,127,102711,14,463741129
    101328949,317007761,1043219872,746353615,174379617,30,93003,17,598973532,115034031,841011671,5426455,281431799,252291073,127,102711,14,463741129
    101328949,317007761,1043219872,746353615,174379617,30,93003,17,598973532,130095540,182032022,722252742,281431799,439977033,90,99009,49,574113567
    101328949,317007761,1043219872,746353615,174379617,30,93003,17,598973532,130095540,834766246,664301207,281431799,350824630,114,101411,41,226582427
    101328949,317007761,1043219872,746353615,174379617,30,93003,17,598973532,130095540,834766246,664301207,281431799,350824630,114,101411,41,226582427
    101328949,317007761,1043219872,746353615,174379617,30,93003,17,598973532,217131576,1000617053,726733624,771295877,132805559,138,103813,42,979154826
    101328949,317007761,1043219872,746353615,174379617,30,93003,17,598973532,217131576,337406022,189999967,771295877,696755545,104,100410,36,25274130
    101328949,317007761,1043219872,746353615,174379617,30,93003,17,598973532,217131576,511665227,316861689,771295877,166416558,133,103313,19,356941240
